Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
C312COPAN,4,7,1,0,177.068,2320185.615,-6.185217336,-3.296467622,-5.947992414,-2.233076601,0,0,1,1,0,0,0,1,1,0,0,0,1,0
C6CO3OH5O2,6,4,0,0,147.15,359712230.2,-4.530323575,-1.789484844,-5.198919417,-1.812792988,1,0,0,1,0,0,0,0,1,0,0,0,0,0
HOC3H6CO2H,4,3,0,0,104.105,28328611.9,-5.551651108,-2.131371335,-3.564773596,-0.908244074,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M3BU2OLNO3,5,4,1,0,149.146,44444.44444,-5.355025961,-2.086020546,-3.970923539,-1.191466776,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C7OHCO2CO3,8,6,0,0,201.154,10799136069,-7.284230681,-3.955607113,-7.940373538,-3.273058925,1,0,1,1,0,0,0,1,0,0,0,0,0,0
C721CHO,8,3,0,0,156.181,1090512.541,-6.408312143,-3.12902553,-4.804914622,-1.625235185,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CHOCOMOXO2,3,5,0,0,119.052,11299435.03,-1.456276797,0.449144154,-6.236545846,-2.294982427,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NC4OO,4,6,1,0,165.101,NaN,-5.866901248,-2.751160825,-5.167063854,-1.821179749,1,0,0,1,0,0,0,0,1,0,0,0,1,0
MC4CODBPAN,6,6,1,0,189.123,24330.90024,-5.822974824,-3.099938871,-5.865978499,-2.205452478,0,0,0,1,0,0,0,1,1,0,0,0,1,0
HM33C3CO3,6,4,0,0,147.15,6329113.924,-4.07083111,-1.319142021,-5.198919417,-1.812792988,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OETLMUCCO3,9,5,0,0,199.182,35087719.3,-5.277716454,-2.511793561,-7.062052097,-2.824495138,0,0,1,0,0,0,0,1,0,1,0,0,0,0
CHOC4OOH,5,3,0,0,118.132,68027.21088,-4.040636849,-1.156883762,-3.817376707,-1.063636669,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C58AO2,5,5,0,0,149.122,7194244604,-6.672283704,-2.871004459,-6.25680087,-2.353367968,2,0,1,0,0,0,0,0,1,0,0,0,0,0
DIIPRETHER,6,1,0,0,102.177,0.373134328,-1.410444834,0.535729742,-2.476283726,-0.350961441,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACO3,3,3,0,0,87.054,1367.989056,-0.721830983,0.735830074,-3.372847882,-0.772490368,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PBN,4,5,1,0,149.102,4.830917874,-3.929165588,-1.404923247,-4.377295397,-1.397966872,0,0,0,0,0,0,0,1,1,0,0,0,1,0
C5CO2OHPAN,6,8,1,0,219.105,265251989.4,-9.325982489,-5.416508019,-7.40951501,-3.021471227,1,0,1,1,0,0,0,1,1,0,0,0,1,0
CO25C74O,7,3,0,0,143.162,109051.2541,-3.002779647,-1.150189771,-4.446486907,-1.424456519,0,0,0,2,0,0,0,0,0,0,0,0,0,0
M3F,5,0,0,0,82.102,0.168634064,-1.615330693,0.518310463,-1.612612887,0.134761763,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H1MC5NO3,6,4,1,0,163.173,33444.81605,-5.779612085,-2.370975172,-4.348962449,-1.402821869,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C613OOH,6,5,0,0,164.157,16339869.28,-8.448928707,-4.200723187,-6.392527648,-2.442871467,2,0,0,1,0,1,0,0,0,0,0,0,0,0
C7CO2DCO3H,7,5,0,0,172.136,284900284.9,-5.923336869,-2.98900319,-6.566164191,-2.541267604,0,0,1,1,0,0,1,0,0,0,0,0,0,0
C530OOH,5,4,0,0,134.131,1862197393,-6.224054178,-2.532003442,-4.987566091,-1.685578654,1,0,1,0,0,1,0,0,0,0,0,0,0,0
ECATEC1OOH,8,3,0,0,154.165,2604166.667,-6.778352273,-3.319889374,-4.799272211,-1.619592773,0,1,0,0,0,1,0,0,0,0,0,0,0,0
LMLKBOH,9,4,0,0,186.207,89285714.29,-7.354959561,-4.036668172,-6.070193615,-2.305939086,1,0,1,2,0,0,0,0,0,0,0,0,0,0
C627OH,6,3,0,0,130.143,144927.5362,-4.761610852,-2.240354825,-4.112779964,-1.234470403,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C7ADCOH,7,4,0,0,160.169,384.6153846,-7.75274323,-3.891783693,-5.457219433,-1.96219273,2,0,1,1,0,0,0,0,0,0,0,0,0,0
ECATECOOA,8,5,0,0,186.163,NaN,-8.795064756,-4.607208665,-6.798606366,-2.676148505,0,0,0,0,2,0,0,0,0,0,0,0,0,0
EGLYOO,4,3,0,0,102.089,NaN,-2.112150198,-0.286680453,-3.556280957,-0.899751436,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HO2C4NO3,4,4,1,0,135.119,58823.52941,-4.930439836,-1.801065919,-3.595950573,-0.979772951,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C54CO3H,6,3,0,0,132.159,232.0185615,-3.134523422,-0.637492725,-4.119455894,-1.241146333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HC4ACO3H,5,4,0,0,132.115,15220700.15,-5.001530202,-1.902669243,-4.980989057,-1.67900162,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PIPN,4,5,1,0,149.102,4.830917874,-3.929165588,-1.404923247,-4.377295397,-1.397966872,0,0,0,0,0,0,0,1,1,0,0,0,1,0
EGLYOX,4,2,0,0,86.09,2785.51532,-2.112150198,-0.286680453,-2.419778525,-0.28565734,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NC524O2,5,8,1,0,212.134,3.58E+11,-10.42703475,-5.335484832,-7.083559816,-2.848880457,3,0,0,0,0,0,0,0,2,0,0,0,1,0
BOXMOH,5,2,0,0,104.149,13550.1355,-3.169276039,-0.554435311,-2.802199969,-0.52071009,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PET1O2,9,2,0,0,151.185,245.0980392,-3.352214466,-0.815792463,-4.432713309,-1.429098925,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C537OOH,5,7,0,0,182.128,1.12E+12,-8.921360723,-4.22757094,-9.006469202,-3.793749234,0,0,1,0,0,3,0,0,0,0,0,0,0,0
MBOBO2,5,4,0,0,135.139,35335689.05,-5.352693368,-1.929554992,-4.990817629,-1.688830192,2,0,0,0,0,0,0,0,1,0,0,0,0,0
C7ADCO2,7,5,0,0,175.16,91743119.27,-6.274500035,-3.015888939,-6.57372742,-2.548830833,1,0,1,1,0,0,0,0,1,0,0,0,0,0
HM22C4OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
LMLKBO2,9,5,0,0,201.198,21231422505,-5.876716366,-3.160773418,-7.066425667,-2.828868709,0,0,1,2,0,0,0,0,1,0,0,0,0,0
PINIC,9,4,0,0,186.207,101729399.8,-9.02544326,-4.833646264,-6.070193615,-2.305939086,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C627O2,6,4,0,0,145.134,34482758.62,-3.283367657,-1.36446007,-5.192928315,-1.806801887,0,0,0,2,0,0,0,0,1,0,0,0,0,0
C735O,7,4,0,0,157.145,86206896.55,-4.705498907,-2.082993801,-5.448941536,-1.953914833,0,0,2,1,0,0,0,0,0,0,0,0,0,0
C517O2,5,4,0,0,133.123,3378378378,-4.10573745,-1.504530218,-4.984290024,-1.682302587,1,0,0,1,0,0,0,0,1,0,0,0,0,0
MTNCATECO,9,8,1,0,262.194,20661157025,-11.18557107,-6.939704196,-8.461898076,-3.594745892,3,0,0,0,0,0,0,0,0,0,0,1,0,1
MTNCATECH,9,4,1,0,197.19,847457.6271,-8.989481556,-5.197720966,-5.473772884,-2.015009739,0,2,0,0,0,0,0,0,0,0,0,0,0,1
C64OOH,6,4,0,0,148.158,2544529262,-6.265511378,-2.825603507,-5.201884257,-1.815757828,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NBCALOOH,15,7,1,0,331.365,8849557522,-12.13602709,-7.278840995,-9.906849876,-4.379227026,0,0,1,1,0,1,0,0,1,0,0,0,1,0
TBUTCO3H,5,3,0,0,118.132,307.6923077,-2.709937297,-0.352538099,-3.817376707,-1.063636669,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CNO3CLOH,3,4,1,0,141.51,294985.2507,-4.081267587,-1.231156666,-3.293835567,-0.836073263,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NAPINBO2,10,5,1,0,230.24,21881.83807,-6.066143979,-3.50941663,-6.593081594,-2.617054841,0,0,0,0,0,0,0,0,2,0,0,0,1,0
CNO3CLO2,3,5,1,0,156.501,116414.4354,-2.603024393,-0.355261912,-4.085726267,-1.260101231,0,0,0,0,0,0,0,0,2,0,0,0,1,0
CLETO3H,3,3,0,0,110.496,2044.989775,-1.436178924,0.502325781,-3.476405707,-0.876048193,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H2M2C4CHO,6,2,0,0,116.16,129870.1299,-4.208278365,-1.28161448,-3.186415754,-0.739317843,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C6CO134OOH,6,5,0,0,160.125,202839756.6,-5.007446245,-2.537682538,-6.381727384,-2.432071203,0,0,0,2,0,0,1,0,0,0,0,0,0,0
C23O3CCO3H,5,6,0,0,162.097,10741138.56,-3.646398709,-1.302633005,-7.594943219,-3.051375347,0,0,0,1,0,0,1,0,0,0,0,0,0,0
C721CO3H,8,5,0,0,188.179,53191489.36,-7.517974529,-3.860023456,-6.803284153,-2.680826293,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NBPINAOOH,10,5,1,0,231.248,21881.83807,-7.801331782,-4.545535293,-6.594978803,-2.61895205,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C517OH,5,3,0,0,118.132,8547008.547,-5.583980645,-2.380424972,-3.817376707,-1.063636669,2,0,0,1,0,0,0,0,0,0,0,0,0,0
C5DIALO,5,3,0,0,113.092,124069.4789,-3.028040822,-0.738001106,-3.798441035,-1.044700996,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HO1C3O,3,2,0,0,75.087,5747.126437,-1.614929655,0.514698867,-2.120023904,-0.104088474,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C513CO,5,4,0,0,130.099,19157088123,-5.656615063,-2.896849666,-4.974310887,-1.67232345,1,0,1,2,0,0,0,0,0,0,0,0,0,0
NORLIMAL,9,2,0,0,154.209,6024.096386,-4.343256395,-1.88646505,-4.441314326,-1.437699942,0,0,1,1,0,0,0,0,0,0,0,0,0,0
UDECNO3,11,3,1,0,217.309,0.296735905,-5.719125378,-2.420628624,-5.540369007,-2.069607019,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C5DIALO2,5,4,0,0,129.091,29498525.07,-3.733214957,-1.237226032,-4.970932893,-1.668945456,0,0,2,0,0,0,0,0,1,0,0,0,0,0
C1312OH,13,4,0,0,242.315,2724795640,-10.40843555,-5.776522916,-7.525792391,-3.102076847,2,0,1,1,0,0,0,0,0,0,0,0,0,0
C3MCODBPAN,5,6,1,0,175.096,17761.98934,-5.781517624,-2.806338806,-5.508301285,-2.007185455,0,0,1,0,0,0,0,1,1,0,0,0,1,0
OCTOH,8,1,0,0,130.231,32.25806452,-3.737860277,-0.910074265,-3.428384637,-0.886729381,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C6TONOHOOH,6,6,0,0,176.124,40485829960,-8.521563125,-4.717147881,-7.654177691,-3.099207094,1,0,1,2,0,1,0,0,0,0,0,0,0,0
NBUACETCO2,6,4,0,0,147.15,26315.78947,-2.592587915,-0.443247266,-5.198919417,-1.812792988,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HM2C43O2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C122O2,12,4,0,0,231.312,65789473.68,-7.077840321,-3.499212603,-7.149157314,-2.900705922,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2-Oct,8,2,0,0,145.222,20.16129032,-2.259617083,-0.034179511,-4.023791564,-1.212646782,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C126CO3H,13,4,0,0,240.299,118764.8456,-7.556535734,-4.040141945,-7.522164055,-3.098448512,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CCL3OOH,4,2,0,0,151.376,3355.704698,-1.022702015,0.924384211,-2.664882842,-0.530761658,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MBOBNO3,5,5,1,0,165.145,1213592.233,-7.53844329,-3.461140226,-4.74509958,-1.606747759,2,0,0,0,0,0,0,0,1,0,0,0,1,0
C819O,8,4,0,0,173.188,2247191.011,-5.6107831,-2.810264078,-5.750410281,-2.127912342,1,0,0,2,0,0,0,0,0,0,0,0,0,0
BCANO3,15,4,1,0,283.368,15267.17557,-9.75334984,-5.69359008,-7.770884955,-3.260080364,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C1312O2,13,5,0,0,257.306,1.08E+12,-8.930192356,-4.900628162,-8.347397953,-3.532525774,1,0,1,1,0,0,0,0,1,0,0,0,0,0
MTBEAALPAN,5,7,1,0,193.111,209.2050209,-5.535894794,-2.668854882,-6.294524497,-2.427742945,0,0,0,0,0,0,0,2,1,0,0,0,1,0
C5DIALOH,5,3,0,0,114.1,124069.4789,-5.211458152,-2.113120786,-3.802294795,-1.048554756,1,0,2,0,0,0,0,0,0,0,0,0,0,0
C8M3CO,9,3,0,0,168.192,10917030.57,-4.896588882,-2.845205395,-5.178964485,-1.831189834,0,0,0,3,0,0,0,0,0,0,0,0,0,0
C121O,12,2,0,0,199.314,43103.44828,-4.189248857,-1.624867997,-5.775639813,-2.170739674,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C6DCRBBOH,6,3,0,0,128.127,6172839.506,-5.262043015,-2.451267278,-4.105999808,-1.227690246,0,0,0,1,1,0,0,0,0,0,0,0,0,0
HEXAO,6,1,0,0,101.169,56.81818182,-0.705270699,1.034954668,-2.471978036,-0.346655751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C63O2,6,4,0,0,147.15,2544529262,-4.530323575,-1.789484844,-5.198919417,-1.812792988,1,0,0,1,0,0,0,0,1,0,0,0,0,0
C312COCO3,4,5,0,0,131.063,196463654.2,-3.29429328,-1.265657462,-6.185417033,-2.289517906,0,0,1,1,0,0,0,1,0,0,0,0,0,0
BPINCOOH,10,3,0,0,186.251,684931.5068,-7.157713569,-3.481844474,-5.581473148,-2.05756777,1,0,0,0,0,1,0,0,0,0,0,0,0,0
PHC3NO3,9,3,1,0,181.191,35.46099291,-5.537964388,-2.347377697,-4.744720772,-1.626356127,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BU1ENO3O2,4,5,1,0,150.11,23255.81395,-3.452196641,-0.925171165,-4.380221553,-1.400893028,0,0,0,0,0,0,0,0,2,0,0,0,1,0
NC5H12,5,0,0,0,72.151,0.000775194,-0.280684575,1.319909294,-1.556501505,0.190873145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C524O,5,3,0,0,117.124,101626.0163,-4.755694809,-1.605341531,-3.813655046,-1.059915008,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C9M2CO6O,10,3,0,0,183.227,84033.61345,-4.384713595,-2.180065115,-5.574364006,-2.050458628,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C3COCCO3,6,4,0,0,145.134,609756.0976,-2.823875192,-0.894117247,-5.192928315,-1.806801887,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C7CO2M5O,8,3,0,0,155.173,175131.3485,-3.535541347,-1.610155862,-4.80210258,-1.622423143,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CO2H3CO3H,4,5,0,0,134.087,6849315.068,-5.405229914,-2.392798059,-6.195323602,-2.299424475,1,0,0,1,0,0,1,0,0,0,0,0,0,0
C7ADCO,7,4,0,0,159.161,384.6153846,-5.569325901,-2.516664013,-5.454477628,-1.959450925,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C63OH,6,3,0,0,132.159,6451612.903,-6.008566769,-2.665379599,-4.119455894,-1.241146333,2,0,0,1,0,0,0,0,0,0,0,0,0,0
HO24C5,5,2,0,0,104.149,3267.973856,-4.647519233,-1.430330066,-2.802199969,-0.52071009,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C75OOH,7,3,0,0,146.186,69930.06993,-4.506680173,-1.735438454,-4.455564933,-1.433534545,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MXYMUCCO3,8,5,0,0,185.155,84745762.71,-4.470001405,-2.235484373,-6.796248441,-2.673790581,0,0,0,1,0,0,0,1,0,1,0,0,0,0
C129CO,12,4,0,0,224.256,2475247525,-7.787034471,-4.749367741,-7.135703222,-2.88725183,0,0,2,2,0,0,0,0,0,0,0,0,0,0
LMKBO,9,3,0,0,171.216,6250000,-5.121051344,-2.4366297,-5.186703497,-1.838928846,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C23C54CO3,6,5,0,0,159.117,202839756.6,-3.760336604,-1.844212153,-6.378984823,-2.429328642,0,0,0,2,0,0,0,1,0,0,0,0,0,0
C53NO32O2,5,5,1,0,164.137,17513.13485,-3.876782766,-1.210125791,-4.742440642,-1.604088821,0,0,0,0,0,0,0,0,2,0,0,0,1,0
C126CO,12,2,0,0,194.274,3225.806452,-6.022287223,-3.024189394,-5.76451669,-2.159616551,0,0,2,0,0,0,0,0,0,0,0,0,0,0
C67CHO,6,3,0,0,130.143,80000,-5.144739776,-2.231709386,-4.112779964,-1.234470403,1,0,1,1,0,0,0,0,0,0,0,0,0,0
INANCOCO2H,5,9,2,0,238.108,2.82E+11,-10.51112943,-6.052921507,-6.339522423,-2.495343368,0,0,0,1,1,0,0,0,2,0,0,0,2,0
MXYFUONE,6,2,0,0,112.128,10,-2.017732886,-0.410539708,-3.171073226,-0.723975315,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MPRBNO3PAN,4,8,2,0,210.098,1792.114695,-6.820089645,-3.435733407,-5.230589402,-1.904936679,0,0,0,0,0,0,0,1,2,0,0,0,2,0
C515CHO,6,4,0,0,142.11,5988023952,-5.217374195,-2.74813408,-5.18378379,-1.797657361,0,0,2,2,0,0,0,0,0,0,0,0,0,0
BOXOHETOH,6,3,0,0,134.175,279329.6089,-5.777279492,-2.214509618,-4.126030754,-1.247721193,2,0,0,0,0,0,0,0,1,0,0,0,0,0
MC6OTKTOOH,7,6,0,0,190.151,2444987775,-5.443141584,-2.68553336,-7.776019303,-3.177503931,0,0,0,2,0,1,0,0,0,0,0,0,0,0
C146OH,14,4,0,0,254.326,49019607.84,-9.500033713,-5.752947207,-7.9134388,-3.309452228,1,0,1,2,0,0,0,0,0,0,0,0,0,0
CHOC2CO3H,4,4,0,0,118.088,588235.2941,-3.604941509,-1.00903294,-4.830364918,-1.57846971,0,0,1,0,0,0,1,0,0,0,0,0,0,0
C4M3NO3ONE,5,4,1,0,147.13,4255.319149,-4.108070043,-1.660995772,-3.965013163,-1.1855564,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C146O2,14,5,0,0,269.317,11682242991,-8.021790518,-4.877052452,-8.701422919,-3.722222662,0,0,1,2,0,0,0,0,1,0,0,0,0,0
PEN2ONE1O2,5,3,0,0,117.124,17452.00698,-1.922320121,-0.129410538,-3.813655046,-1.059915008,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NC101CO,10,4,1,0,213.233,5291.005291,-6.297431256,-3.960286611,-5.86074571,-2.228414568,0,0,0,1,0,0,0,0,1,0,0,0,1,0
NC4OHCPAN,5,9,2,0,240.124,36900369,-9.428093098,-5.095807714,-6.343184005,-2.49900495,1,0,0,0,0,0,0,1,2,0,0,0,2,0
TMBCO3,9,3,0,0,165.168,2994.011976,-3.829183413,-1.295544545,-5.171085061,-1.823310409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ETBECO,6,2,0,0,117.168,10214.5046,-1.410444834,0.535729742,-3.190168167,-0.743070256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TM124BPRO2,9,5,0,0,201.198,108813928.2,-5.412541579,-3.313402082,-7.066425667,-2.828868709,1,0,0,0,0,0,0,0,1,0,0,1,0,0
MXYL1OOH,7,2,0,0,124.139,359.7122302,-4.23823002,-1.282001873,-3.576811838,-0.951946336,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BCBOCOO,14,5,0,0,270.325,NaN,-7.562298054,-4.406709629,-8.703045362,-3.723845105,0,0,1,1,0,0,0,1,0,0,0,0,0,0
EMPHO2,9,2,0,0,151.185,245.0980392,-3.352214466,-0.815792463,-4.432713309,-1.429098925,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C68OH,6,3,0,0,132.159,3546099.291,-6.391695694,-2.65673416,-4.119455894,-1.241146333,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OXYQOOH,8,5,0,0,186.163,813008130.1,-8.181464144,-4.812125034,-6.798606366,-2.676148505,1,0,0,2,0,1,0,0,0,0,0,0,0,0
C4CONO3O2,4,6,1,0,164.093,33557046.98,-4.771786978,-1.866620633,-5.164404206,-1.8185201,0,0,1,0,0,0,0,0,2,0,0,0,1,0
CRESOOH,7,6,0,0,190.151,5235602094,-8.481974463,-5.154731172,-7.776019303,-3.177503931,2,0,0,0,0,1,0,0,0,0,0,1,0,0
OETLQOOH,9,5,0,0,200.19,613496932.5,-8.606050268,-5.09707966,-7.064244387,-2.826687429,1,0,0,2,0,1,0,0,0,0,0,0,0,0
C831NO3,8,5,1,0,203.194,1440922.19,-7.084547677,-3.44866368,-5.845360415,-2.210296344,0,0,2,0,0,0,0,0,1,0,0,0,1,0
C71O,7,3,0,0,145.178,1138.952164,-4.249735564,-1.575214545,-4.45255996,-1.430529571,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HOC4CHOO2,5,4,0,0,133.123,263157894.7,-4.488866375,-1.495884779,-4.984290024,-1.682302587,1,0,1,0,0,0,0,0,1,0,0,0,0,0
C8OHCO2CO3,9,6,0,0,215.181,8130081301,-7.708816806,-4.240561739,-8.150663072,-3.394345644,1,0,1,1,0,0,0,1,0,0,0,0,0,0
INB1O,5,6,1,0,180.136,33222591.36,-7.53844329,-3.461140226,-5.520625574,-2.019509745,2,0,0,0,0,0,0,0,1,0,0,0,1,0
CO3C5CHO,6,2,0,0,114.144,12437.81095,-2.961322447,-0.856589706,-3.178812238,-0.731714327,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HO3C76OOH,7,3,0,0,148.202,729927.0073,-5.75363609,-2.160463227,-4.461513215,-1.439482826,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C629O,6,4,0,0,145.134,2178649.237,-5.144739776,-2.231709386,-5.192928315,-1.806801887,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C68O2,6,4,0,0,147.15,1400560224,-4.913452499,-1.780839406,-5.198919417,-1.812792988,1,0,1,0,0,0,0,0,1,0,0,0,0,0
C132OOH,13,5,0,0,258.314,2.94E+11,-10.19621919,-6.061886701,-8.349095984,-3.534223805,1,0,0,2,0,1,0,0,0,0,0,0,0,0
C6CO3OHOOH,6,4,0,0,148.158,359712230.2,-6.265511378,-2.825603507,-5.201884257,-1.815757828,1,0,0,1,0,1,0,0,0,0,0,0,0,0
HIEB1O2,5,6,0,0,165.121,1.96E+11,-8.855701033,-4.24612414,-7.602970552,-3.05940268,3,0,1,0,0,0,0,0,1,0,0,0,0,0
HO3C5CO3H,6,4,0,0,148.158,6329113.924,-5.317940751,-2.012612405,-5.201884257,-1.815757828,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PPRBQOOH,9,5,0,0,202.206,319488817.9,-8.583906737,-4.805573758,-7.068596046,-2.831039088,1,0,0,2,0,1,0,0,0,0,0,0,0,0
C8DBCO2CO3,8,5,0,0,185.155,214592274.7,-5.100813352,-2.580487432,-6.796248441,-2.673790581,0,0,1,1,0,0,0,1,0,0,0,0,0,0
NPETOL1OOH,9,4,1,0,197.19,62111.80124,-7.198771237,-3.227198806,-5.473772884,-2.015009739,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACO2H,3,2,0,0,72.063,3460.207612,-3.05182323,-0.646308493,-2.102171488,-0.086236059,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MTBEANO3,5,4,1,0,149.146,184.1620626,-3.876782766,-1.210125791,-3.970923539,-1.191466776,0,0,0,0,0,0,0,0,2,0,0,0,1,0
BUTDANO3,4,4,1,0,133.103,67114.09396,-5.038615411,-1.976077384,-3.589421995,-0.973244373,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NPROACET,5,2,0,0,102.133,3.236245955,-1.462827656,0.340932286,-2.793710954,-0.512221074,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C137CO3H,14,5,0,0,270.325,11074197.12,-10.17366685,-5.744762679,-8.703045362,-3.723845105,0,0,0,0,1,0,1,0,0,0,0,0,0,0
C6H5CH2CO3,8,3,0,0,151.141,8928.571429,-3.404597289,-1.010589919,-4.790668715,-1.610989277,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBUACCOOH,6,4,0,0,148.158,26315.78947,-4.327775718,-1.479365929,-5.201884257,-1.815757828,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C6TRONOHO2,6,6,0,0,175.116,40485829960,-6.786375322,-3.681029218,-7.651684979,-3.096714382,1,0,1,2,0,0,0,0,1,0,0,0,0,0
IPRCHOOA,4,2,0,0,89.114,NaN,-0.561272585,1.105638995,-2.434771755,-0.30065057,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C618CO2H,7,4,0,0,158.153,1672240803,-6.8980439,-3.502659908,-5.451718403,-1.9566917,0,0,1,1,1,0,0,0,0,0,0,0,0,0
C612O,6,3,0,0,131.151,1512.859304,-3.82514944,-1.290259919,-4.116130757,-1.237821195,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CO24C63O2,6,4,0,0,145.134,34482758.62,-3.283367657,-1.36446007,-5.192928315,-1.806801887,0,0,0,2,0,0,0,0,1,0,0,0,0,0
NC4MDCO2H,5,5,1,0,159.097,3030303030,-7.331954783,-3.532954893,-4.728896141,-1.59054432,0,0,1,0,1,0,0,0,0,0,0,0,0,1
C79OOH,7,5,0,0,176.168,1177856302,-7.626558914,-4.06065304,-6.576219508,-2.551322921,1,0,0,2,0,1,0,0,0,0,0,0,0,0
NDNT123LO,9,11,3,0,336.189,1.21E+14,-11.82102944,-7.595562675,-7.68610765,-3.253486598,1,0,0,0,0,0,0,0,1,0,0,1,1,2
BCCO,15,2,0,0,237.363,952.3809524,-6.862425784,-3.66277992,-7.117260408,-2.890006616,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC5CO2OHO2,6,5,0,0,161.133,121506682.9,-5.849913911,-2.730934312,-6.384452734,-2.434796553,1,0,1,1,0,0,0,0,1,0,0,0,0,0
ETBECO2,6,3,0,0,133.167,4032.258065,-2.115618968,0.036504817,-4.122755767,-1.244446205,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IPBFUOOH,7,5,0,0,176.168,173611111.1,-6.957922702,-3.430946138,-6.576219508,-2.551322921,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C518CO2H,6,3,0,0,130.143,18281535.65,-6.508998932,-2.876292052,-4.112779964,-1.234470403,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C2CL2OH2,4,2,0,0,130.958,61728.39506,-3.37376086,-0.575466186,-2.601957851,-0.467836666,2,0,0,0,0,0,0,0,0,0,0,0,0,0
