Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
NC41OO,4,6,1,0,165.101,NaN,-5.866901248,-2.751160825,-5.167063854,-1.821179749,1,0,0,1,0,0,0,0,1,0,0,0,1,0
H2M2CO5C6,7,2,0,0,130.187,177619.8934,-4.249735564,-1.575214545,-3.597471214,-0.972605713,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CYHEXONE,6,1,0,0,98.145,19.56947162,-1.663875641,-0.206646141,-2.458798758,-0.333476474,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C4COMOH3O2,6,4,0,0,147.15,598802.3952,-4.530323575,-1.789484844,-5.198919417,-1.812792988,1,0,0,1,0,0,0,0,1,0,0,0,0,0
M23C43NO3,6,3,1,0,147.174,1.222493888,-3.596194756,-0.995855492,-3.593265244,-0.996656862,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MXYLCO3,8,3,0,0,151.141,3300.330033,-3.404597289,-1.010589919,-4.790668715,-1.610989277,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C721OOH,7,4,0,0,160.169,10845986.98,-7.10449762,-3.437965025,-5.457219433,-1.96219273,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MXYOLOOH,8,6,0,0,204.178,3952569170,-8.906560587,-5.439685799,-7.94685381,-3.279539198,2,0,0,0,0,1,0,0,0,0,0,1,0,0
C4COMOH3OH,6,3,0,0,132.159,1512.859304,-6.008566769,-2.665379599,-4.119455894,-1.241146333,2,0,0,1,0,0,0,0,0,0,0,0,0,0
C826OOH,8,5,0,0,190.195,1.15E+12,-8.817402887,-4.32831679,-6.807912092,-2.685454232,1,0,2,0,0,1,0,0,0,0,0,0,0,0
TM124MUOOH,9,6,0,0,218.205,42194092827,-9.547638476,-5.218363263,-8.156723848,-3.400406421,1,0,1,1,0,1,0,0,0,1,0,0,0,0
BZEMUCOOH,6,6,0,0,176.124,54347826087,-8.657009027,-4.354853945,-7.654177691,-3.099207094,1,0,2,0,0,1,0,0,0,1,0,0,0,0
TM124OHNO2,9,3,1,0,181.191,336700.3367,-6.873945428,-3.444788092,-4.744720772,-1.626356127,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ETBECNO3,6,4,1,0,163.173,138.6962552,-4.30136889,-1.495080418,-4.348962449,-1.402821869,0,0,0,0,0,0,0,0,2,0,0,0,1,0
SBUACBNO3,6,5,1,0,177.156,909.0909091,-4.778337837,-1.9748325,-5.106880925,-1.805636858,0,0,0,0,0,0,0,1,1,0,0,0,1,0
C5CODBCO2H,6,3,0,0,128.127,5208333.333,-5.262043015,-2.451267278,-4.105999808,-1.227690246,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C6OH5NO3,6,4,1,0,163.173,33444.81605,-5.779612085,-2.370975172,-4.348962449,-1.402821869,1,0,0,0,0,0,0,0,1,0,0,0,1,0
T123NCATEC,9,4,1,0,197.19,1022494.888,-8.989481556,-5.197720966,-5.473772884,-2.015009739,0,2,0,0,0,0,0,0,0,0,0,0,0,1
PCATEC1O2,9,3,0,0,167.184,1960784.314,-5.467750594,-2.568725338,-5.176353862,-1.828579211,0,1,0,0,0,0,0,0,1,0,0,0,0,0
H2M5C65O,7,2,0,0,131.195,1855.28757,-3.313274153,-0.625119639,-3.600820879,-0.975955377,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COO2C4CHO,5,3,0,0,116.116,4672.897196,-2.782417992,-0.600517182,-3.809901217,-1.056161179,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C8M2CO6O,9,3,0,0,169.2,111856.8233,-3.960127471,-1.895110489,-5.181559509,-1.833784858,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PRCOOMCO3,6,5,0,0,161.133,24271.84466,-3.069556862,-0.922999349,-6.384452734,-2.434796553,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EBZMUCCO3H,8,5,0,0,186.163,84745762.71,-5.717111046,-2.928954757,-6.798606366,-2.676148505,0,0,0,1,0,0,1,0,0,1,0,0,0,0
EBFUO2,6,5,0,0,161.133,230414746.5,-4.798148775,-2.109872849,-6.384452734,-2.434796553,1,0,0,0,0,0,0,1,1,0,0,0,0,0
EBFUOH,6,4,0,0,146.142,970.8737864,-6.276391969,-2.985767603,-5.195934197,-1.809807768,2,0,0,0,0,0,0,1,0,0,0,0,0,0
TM124BPNO3,9,6,1,0,231.204,3745318.352,-7.598291501,-4.844987316,-6.959849494,-2.804379036,1,0,0,0,0,0,0,0,1,0,0,1,1,0
IBUTOLCO2H,4,3,0,0,106.121,1715265.866,-4.479877717,-1.305599348,-3.573103341,-0.91657382,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NPPRBQO2,9,7,1,0,244.179,42016806723,-7.578369192,-4.716651477,-7.704179961,-3.194389479,0,0,0,2,0,0,0,0,2,0,0,0,1,0
C718CO3,8,5,0,0,187.171,497512437.8,-4.992637777,-2.405475968,-6.800951557,-2.678493697,0,0,1,1,0,0,0,1,0,0,0,0,0,0
MMCFNO3,3,7,1,0,165.057,2150.537634,-3.504579464,-1.119968621,-5.620188098,-2.051450665,0,0,0,0,0,0,0,1,1,0,0,0,1,0
MTBEALCO3H,5,5,0,0,148.114,17730.49645,-3.892080379,-1.331515107,-6.253855261,-2.350422359,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CO3C54CO3,6,4,0,0,145.134,609756.0976,-2.823875192,-0.894117247,-5.192928315,-1.806801887,0,0,0,1,0,0,0,1,0,0,0,0,0,0
HOPINONIC,10,4,0,0,200.234,7194244.604,-9.057772797,-5.082699902,-6.412868402,-2.495633074,1,0,0,1,1,0,0,0,0,0,0,0,0,0
HC4ACO3,5,4,0,0,131.107,15220700.15,-3.754420561,-1.209198859,-4.977662808,-1.675675371,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PXYQO,8,4,0,0,169.156,4048.582996,-5.741102206,-3.276781445,-5.740179891,-2.117681952,1,0,0,2,0,0,0,0,0,0,0,0,0,0
APINBOH,10,2,0,0,170.252,4081.632653,-6.836880446,-3.729620905,-4.885184706,-1.684457981,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PBZMUCPAN,9,7,1,0,245.187,751879.6992,-7.785511586,-4.551249159,-7.70596909,-3.196178608,0,0,0,1,0,0,0,1,1,1,0,0,1,0
METLMUCOOH,9,6,0,0,218.205,2.54E+13,-9.547638476,-5.218363263,-8.156723848,-3.400406421,1,0,1,1,0,1,0,0,0,1,0,0,0,0
C5CO14O2,5,4,0,0,129.091,3225806.452,-2.507464643,-0.784174085,-4.970932893,-1.668945456,0,0,0,1,0,0,0,1,0,0,0,0,0,0
BZFUCO,4,4,0,0,116.072,20833.33333,-2.998120722,-1.011856568,-4.822886618,-1.57099141,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C822OH,8,2,0,0,142.198,84033.61345,-5.165626189,-2.026535198,-4.014652639,-1.203507856,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HOBUT2CHO,5,2,0,0,102.133,172413.7931,-3.78369224,-0.996659854,-2.793710954,-0.512221074,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C822O2,8,3,0,0,157.189,33112.58278,-3.687382994,-1.150640443,-4.807708574,-1.628029137,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C719OOH,7,5,0,0,176.168,1.19E+11,-8.895658362,-4.777183716,-6.576219508,-2.551322921,2,0,0,1,0,1,0,0,0,0,0,0,0,0
NPROACECO2,5,4,0,0,133.123,34965.03497,-2.168001791,-0.15829264,-4.984290024,-1.682302587,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C5DBEPAN,8,7,1,0,231.16,4608294.931,-7.608608484,-4.619943031,-7.345493503,-3.000365312,0,0,0,2,0,0,0,1,1,0,0,0,1,0
C5CO14OH,5,3,0,0,114.1,8196721.311,-4.83745689,-2.166312652,-3.802294795,-1.048554756,0,0,0,1,1,0,0,0,0,0,0,0,0,0
M3HEXANO3,7,3,1,0,161.201,0.917431193,-4.02078088,-1.280810118,-3.983921882,-1.2146715,0,0,0,0,0,0,0,0,1,0,0,0,1,0
INB1NBCO3,5,10,2,0,255.115,1.16E+12,-9.428093098,-5.095807714,-7.124136812,-2.90890314,1,0,0,0,0,0,0,1,2,0,0,0,2,0
C730OOH,7,5,0,0,178.184,28901734104,-9.256643756,-4.477032375,-6.581161188,-2.556264601,2,0,1,0,0,1,0,0,0,0,0,0,0,0
TLBIPERO2,7,5,0,0,173.144,191938579.7,-4.563369331,-2.743492829,-6.56869993,-2.543803343,1,0,0,0,0,0,0,0,1,0,0,1,0,0
C7CO4EDB,9,4,0,0,182.175,2004008016,-6.216179219,-3.786654863,-6.06068639,-2.296431861,0,0,1,3,0,0,0,0,0,0,0,0,0,0
PBZMUCCO3,9,5,0,0,199.182,63694267.52,-4.894587529,-2.520438999,-7.062052097,-2.824495138,0,0,0,1,0,0,0,1,0,1,0,0,0,0
IPGLOOB,5,3,0,0,117.124,NaN,-1.922320121,-0.129410538,-3.813655046,-1.059915008,0,0,0,1,0,0,0,0,1,0,0,0,0,0
C31PAN,4,7,1,0,177.068,625,-5.219484245,-2.558911721,-5.947992414,-2.233076601,0,0,0,0,0,0,0,2,1,0,0,0,1,0
C521OH,5,4,0,0,132.115,671140.9396,-6.520442057,-3.330519879,-4.980989057,-1.67900162,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IBUDIALCO3,4,4,0,0,117.08,588235.2941,-2.357831868,-0.315562555,-4.826641864,-1.574746656,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TM124BCO3,9,3,0,0,165.168,2994.011976,-3.829183413,-1.295544545,-5.171085061,-1.823310409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CO24C53O,5,3,0,0,115.108,192307.6923,-2.153607398,-0.580280518,-3.806114659,-1.05237462,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BCKAO2,14,4,0,0,255.334,1358695652,-7.97129963,-4.652133661,-7.915156688,-3.311170116,1,0,0,1,0,0,0,0,1,0,0,0,0,0
NMETLQO2,9,7,1,0,244.179,42016806723,-7.578369192,-4.716651477,-7.704179961,-3.194389479,0,0,0,2,0,0,0,0,2,0,0,0,1,0
ACROOA,3,2,0,0,72.063,NaN,-0.859278238,0.773357615,-2.102171488,-0.086236059,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C8CO2DBPAN,8,7,1,0,231.16,2531645.57,-7.991737409,-4.611297592,-7.345493503,-3.000365312,0,0,1,1,0,0,0,1,1,0,0,0,1,0
IPMALNHYO2,7,6,0,0,189.143,265957.4468,-5.222734899,-2.394827475,-7.773710962,-3.175195591,1,0,0,0,0,0,0,1,1,0,0,0,0,0
C726CO5OOH,7,4,0,0,158.153,55248618.78,-5.55131716,-2.860544825,-5.451718403,-1.9566917,0,0,0,2,0,1,0,0,0,0,0,0,0,0
C136OH,13,2,0,0,210.317,46082.94931,-7.310700341,-3.742814232,-6.217400195,-2.406765482,1,0,1,0,0,0,0,0,0,0,0,0,0,0
IBUTACID,4,2,0,0,88.106,1036.26943,-3.368233779,-0.756251654,-2.429831302,-0.295710117,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PXNCATECO,8,8,1,0,248.167,51020408163,-10.76098495,-6.65474957,-8.107978181,-3.403103762,3,0,0,0,0,0,0,0,0,0,0,1,0,1
PXNCATECH,8,4,1,0,183.163,3571428571,-8.564895432,-4.91276634,-5.091005232,-1.804687665,0,2,0,0,0,0,0,0,0,0,0,0,0,1
C66NO35CO,6,4,1,0,161.157,3205.128205,-4.532656167,-1.945950398,-4.343563325,-1.397422745,0,0,0,1,0,0,0,0,1,0,0,0,1,0
TLEPOXMUC,7,3,0,0,140.138,2293577.982,-4.182862535,-1.913002206,-4.437215066,-1.415184677,0,0,1,1,0,0,0,0,0,1,0,0,0,0
C113OH,11,3,0,0,202.294,1564945.227,-8.131497391,-4.090152731,-5.988413581,-2.28206386,2,0,0,1,0,0,0,0,0,0,0,0,0,0
C113O2,11,4,0,0,217.285,617283950.6,-6.653254196,-3.214257977,-6.777755564,-2.698560071,1,0,0,1,0,0,0,0,1,0,0,0,0,0
NEBFUOOH,6,7,1,0,207.138,3134796.238,-7.240843305,-3.801681992,-6.642740083,-2.619717904,0,0,0,0,0,1,0,1,1,0,0,0,1,0
C1014O,10,4,0,0,201.242,30959752.32,-4.905348614,-2.025290314,-6.415049204,-2.497813876,0,0,1,0,0,0,0,1,0,0,0,0,0,0
H2M3C4OOH,5,3,0,0,120.148,1290322.581,-4.904463842,-1.590553975,-3.824725696,-1.070985658,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C136O2,13,3,0,0,225.308,18181.81818,-5.832457146,-2.866919478,-6.806210763,-2.720766717,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C1210CO3H,13,5,0,0,256.298,273224043.7,-8.38482157,-4.815225387,-8.345693257,-3.530821078,0,0,1,1,0,0,1,0,0,0,0,0,0,0
LIMALO,10,4,0,0,201.242,2994011976,-6.843084274,-3.371527892,-6.415049204,-2.497813876,1,0,1,1,0,0,0,0,0,0,0,0,0,0
H2MC5OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MALDALCO2H,4,3,0,0,100.073,5988023.952,-4.795999691,-1.872712587,-3.547618927,-0.891089405,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BCKAOO,14,4,0,0,254.326,NaN,-7.316616384,-4.377827527,-7.9134388,-3.309452228,0,0,1,2,0,0,0,0,0,0,0,0,0,0
PBENZO,9,1,0,0,135.186,917.4311927,-2.647040332,-0.316567537,-3.875390868,-1.121921259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCKAOH,14,3,0,0,240.343,3436426.117,-9.449542825,-5.528028415,-7.230814158,-2.950391382,2,0,0,1,0,0,0,0,0,0,0,0,0,0
NPXYFUOOH,5,7,1,0,193.111,4149377.593,-6.81625718,-3.516727365,-6.294524497,-2.427742945,0,0,0,0,0,1,0,1,1,0,0,0,1,0
CHOCOMOXO,3,4,0,0,103.053,28653295.13,-0.751102662,0.94836908,-4.768262647,-1.517821435,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HC3CO2H,4,3,0,0,102.089,60240963.86,-5.659826684,-2.306382799,-3.556280957,-0.899751436,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C515CO3H,6,6,0,0,174.108,2.92E+11,-6.327036581,-3.479132006,-7.649177877,-3.09420728,0,0,1,2,0,0,1,0,0,0,0,0,0,0
IPROMC2O2,6,3,0,0,133.167,4032.258065,-2.115618968,0.036504817,-4.122755767,-1.244446205,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIBKHO14,6,3,0,0,132.159,1512.859304,-6.008566769,-2.665379599,-4.119455894,-1.241146333,2,0,0,1,0,0,0,0,0,0,0,0,0,0
C152O2,15,6,0,0,301.359,1.84E+11,-9.93901423,-5.615913955,-9.917200459,-4.364219683,1,0,1,0,0,0,0,1,1,0,0,0,0,0
LIMANO3,10,4,1,0,215.249,27777.77778,-7.608275688,-3.977311045,-5.864832436,-2.232501294,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C827CO3H,9,5,0,0,202.206,680272108.8,-6.281204618,-3.392546417,-7.068596046,-2.831039088,0,0,0,2,0,0,1,0,0,0,0,0,0,0
HO2C3CO2H,4,3,0,0,104.105,28328611.9,-5.551651108,-2.131371335,-3.564773596,-0.908244074,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MXYLAL,8,1,0,0,120.151,67.56756757,-3.542044543,-0.973062378,-3.393397651,-0.851742395,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLCOCH2O2,3,3,0,0,109.488,2293.577982,0.287899664,1.675548248,-3.472425673,-0.872068159,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C58O2,5,5,0,0,149.122,11933174.22,-6.672283704,-2.871004459,-6.25680087,-2.353367968,2,0,1,0,0,0,0,0,1,0,0,0,0,0
NDNEBZLOOH,8,12,3,0,339.169,7.46E+16,-13.83680525,-8.845951638,-8.119810301,-3.475826705,1,0,0,0,0,1,0,0,1,0,0,1,1,2
PBFUOOH,7,5,0,0,176.168,173611111.1,-6.957922702,-3.430946138,-6.576219508,-2.551322921,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C6MOCOCO3H,8,6,0,0,202.162,19646365422,-8.148211398,-4.657722936,-7.94254439,-3.275229778,1,0,0,2,0,0,1,0,0,0,0,0,0,0
C58OH,5,4,0,0,134.131,30211.48036,-8.150526899,-3.746899214,-4.987566091,-1.685578654,3,0,1,0,0,0,0,0,0,0,0,0,0,0
IC5H12,5,0,0,0,72.151,0.000775194,-0.280684575,1.319909294,-1.556501505,0.190873145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCLKBOOH,14,5,0,0,270.325,11682242991,-9.756978321,-5.913171115,-8.703045362,-3.723845105,0,0,1,2,0,1,0,0,0,0,0,0,0,0
C727CO3,8,5,0,0,187.171,900900900.9,-4.609508852,-2.414121406,-6.800951557,-2.678493697,0,0,0,2,0,0,0,1,0,0,0,0,0,0
DNT124BOL,9,5,2,0,226.188,85470085.47,-8.985314396,-4.820075771,-4.691217997,-1.646525992,0,1,0,0,0,0,0,0,0,0,0,0,0,2
BOXPROBOOH,7,4,0,0,162.185,1123595.506,-5.211854307,-2.234663379,-5.462651654,-1.967624951,0,0,0,1,0,1,0,0,1,0,0,0,0,0
C152OH,15,5,0,0,286.368,465116279.1,-11.41725742,-6.491808709,-9.073683637,-3.924555505,2,0,1,0,0,0,0,1,0,0,0,0,0,0
IPROMC2OH,6,2,0,0,118.176,10214.5046,-3.593862163,-0.839389938,-3.193888437,-0.746790525,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C810OH,8,3,0,0,158.197,106157112.5,-6.377040949,-2.792973201,-4.810484667,-1.630805229,1,0,2,0,0,0,0,0,0,0,0,0,0,0
M2C43CO3,6,3,0,0,131.151,232.0185615,-1.887413781,0.055977659,-4.116130757,-1.237821195,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INDHCO3,5,8,1,0,210.118,20040080.16,-8.720586371,-4.440117234,-7.079412793,-2.844733434,2,0,0,0,0,0,0,1,1,0,0,0,1,0
OTCATEC1O,9,2,0,0,151.185,10604453.87,-4.76257646,-2.069500412,-4.432713309,-1.429098925,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COO2C4O,4,3,0,0,103.097,117508.8132,-1.038241532,0.625886912,-3.560548036,-0.904018514,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M22C4OH,6,1,0,0,102.177,56.81818182,-2.888688029,-0.340165012,-2.476283726,-0.350961441,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C6DIALOOH,6,4,0,0,146.142,74074074.07,-5.784813309,-2.383287857,-5.195934197,-1.809807768,0,0,2,0,0,1,0,0,0,0,0,0,0,0
OXYFUO2,6,5,0,0,161.133,230414746.5,-4.798148775,-2.109872849,-6.384452734,-2.434796553,1,0,0,0,0,0,0,1,1,0,0,0,0,0
C6CO34HO1,6,3,0,0,130.143,78740157.48,-4.761610852,-2.240354825,-4.112779964,-1.234470403,1,0,0,2,0,0,0,0,0,0,0,0,0,0
NTM135OLO2,9,8,1,0,262.194,34246575342,-8.303465636,-5.344212242,-8.461898076,-3.594745892,1,0,0,0,0,0,0,0,2,0,0,1,1,0
C615CO2O2,6,4,0,0,143.118,40485829.96,-3.774672157,-1.530826097,-5.186853409,-1.80072698,0,0,1,1,0,0,0,0,1,0,0,0,0,0
METLMUCPAN,9,7,1,0,245.187,751879.6992,-7.785511586,-4.551249159,-7.70596909,-3.196178608,0,0,0,1,0,0,0,1,1,1,0,0,1,0
C615CO2OH,6,3,0,0,128.127,170068.0272,-5.252915351,-2.406720851,-4.105999808,-1.227690246,1,0,1,1,0,0,0,0,0,0,0,0,0,0
NTM135OLOH,9,7,1,0,247.203,86956521.74,-9.78170883,-6.220106996,-7.709525387,-3.199734905,2,0,0,0,0,0,0,0,1,0,0,1,1,0
OXYFUOH,6,4,0,0,146.142,970.8737864,-6.276391969,-2.985767603,-5.195934197,-1.809807768,2,0,0,0,0,0,0,1,0,0,0,0,0,0
M22C4O2,6,2,0,0,117.168,35.58718861,-1.410444834,0.535729742,-3.190168167,-0.743070256,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PBZBPER2OH,9,4,0,0,186.207,275482.0937,-6.890784774,-4.189296836,-6.070193615,-2.305939086,2,0,0,0,0,0,0,0,0,0,0,1,0,0
TBUACCO3,6,5,0,0,161.133,24271.84466,-3.069556862,-0.922999349,-6.384452734,-2.434796553,0,0,0,0,0,0,0,2,0,0,0,0,0,0
C6COALCO3H,6,5,0,0,160.125,877192982.5,-5.390575169,-2.529037099,-6.381727384,-2.432071203,0,0,1,1,0,0,1,0,0,0,0,0,0,0
HM22CO2H,5,3,0,0,118.132,21321961.62,-5.976237233,-2.416325961,-3.817376707,-1.063636669,1,0,0,0,1,0,0,0,0,0,0,0,0,0
IC4CHOAOOH,5,3,0,0,118.132,9615.384615,-4.040636849,-1.156883762,-3.817376707,-1.063636669,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C4COMEOH,6,2,0,0,116.16,55.24861878,-3.82514944,-1.290259919,-3.186415754,-0.739317843,1,0,0,1,0,0,0,0,0,0,0,0,0,0
METLMUCCO,9,5,0,0,200.19,1305483029,-8.04373795,-4.63311458,-7.064244387,-2.826687429,1,0,1,2,0,0,0,0,0,1,0,0,0,0
C65NO36O,6,4,1,0,162.165,33444.81605,-3.596194756,-0.995855492,-4.346271277,-1.400130697,0,0,0,0,0,0,0,0,1,0,0,0,1,0
M3HEXBOOH,7,2,0,0,132.203,26.80965147,-3.570218761,-0.785343547,-3.604144905,-0.979279404,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ME3BU3ECHO,5,1,0,0,84.118,7.142857143,-1.708450486,0.203448362,-1.980814755,-0.057579177,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C59OOH,5,5,0,0,150.13,3058103.976,-8.024342582,-3.915768561,-6.259726635,-2.356293733,2,0,0,1,0,1,0,0,0,0,0,0,0,0
HNMVKOH,4,6,1,0,165.101,990099.0099,-8.050318577,-4.126280506,-5.167063854,-1.821179749,2,0,0,1,0,0,0,0,1,0,0,0,1,0
MIBKOHBOOH,6,4,0,0,148.158,2544529262,-6.265511378,-2.825603507,-5.201884257,-1.815757828,1,0,0,1,0,1,0,0,0,0,0,0,0,0
BOX2MO,5,2,0,0,103.141,13550.1355,-0.985858709,0.820684369,-2.797976203,-0.516486323,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IC7DCOOH,7,5,0,0,176.168,91743119.27,-8.009687838,-4.052007602,-6.576219508,-2.551322921,1,0,1,1,0,1,0,0,0,0,0,0,0,0
METHACETO,3,3,0,0,89.07,156006.2402,-0.613655408,0.910841539,-3.382790603,-0.782433089,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HNMVKO2,4,7,1,0,180.092,2.35E+11,-6.572075382,-3.250385751,-5.955346753,-2.24043094,1,0,0,1,0,0,0,0,2,0,0,0,1,0
CH2CHCH2NO3,3,3,1,0,103.077,3.846153846,-2.430611958,-0.316003077,-2.416395921,-0.322392498,0,0,0,0,0,0,0,0,1,0,0,0,1,0
H1MC5O2,6,3,0,0,133.167,970873.7864,-3.593862163,-0.839389938,-4.122755767,-1.244446205,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C126CHO,13,2,0,0,208.301,2427.184466,-6.446873348,-3.30914402,-6.213217172,-2.402582459,0,0,2,0,0,0,0,0,0,0,0,0,0,0
C628O2,6,5,0,0,161.133,5.18E+11,-5.849913911,-2.730934312,-6.384452734,-2.434796553,1,0,1,1,0,0,0,0,1,0,0,0,0,0
HO2CO35C7,7,3,0,0,144.17,109051.2541,-5.186196976,-2.525309451,-4.449534049,-1.42750366,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C3M3OH2PAN,5,6,1,0,179.128,23.31002331,-6.537169042,-3.064997554,-5.518188537,-2.017072707,1,0,0,0,0,0,0,1,1,0,0,0,1,0
H2M2C3CO3,5,4,0,0,133.123,8403361.345,-3.646244985,-1.034187394,-4.984290024,-1.682302587,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PNCATECO2,9,9,1,0,278.193,8.13E+12,-11.89074521,-7.438929122,-9.219580348,-3.99253173,3,0,0,0,0,0,0,0,1,0,0,1,0,1
MEPROPENE,4,0,0,0,56.108,0.004166667,0.035725974,1.429852456,-0.999183939,0.527864668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMXYOLO2,8,10,2,0,293.164,4.65E+15,-11.39411072,-7.154142495,-8.111500345,-3.440476013,2,0,0,0,0,0,0,0,1,0,0,1,0,2
LIMBNO3,10,4,1,0,215.249,27777.77778,-7.608275688,-3.977311045,-5.864832436,-2.232501294,1,0,0,0,0,0,0,0,1,0,0,0,1,0
MNNCATCOOH,7,11,2,0,296.144,1.95E+14,-13.48426749,-8.560829012,-8.548359311,-3.66469568,2,0,0,0,0,1,0,0,1,0,0,1,1,1
HO13C4OH,4,3,0,0,106.121,118764.8456,-6.406350438,-2.52049512,-3.573103341,-0.91657382,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HO13C4O2,4,4,0,0,121.112,46948356.81,-4.928107243,-1.644600365,-4.841346327,-1.589451118,2,0,0,0,0,0,0,0,1,0,0,0,0,0
C3NO3COO2,3,6,1,0,150.066,11428571.43,-3.964071929,-1.590311445,-4.821216457,-1.624992787,0,0,0,1,0,0,0,0,2,0,0,0,1,0
C5CO243OH,5,3,0,0,116.116,192307.6923,-4.337024727,-1.955400198,-3.809901217,-1.056161179,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C615CO2OOH,6,4,0,0,144.126,40485829.96,-5.50985996,-2.56694476,-5.189901484,-1.803775055,0,0,1,1,0,1,0,0,0,0,0,0,0,0
C628OH,6,4,0,0,146.142,2178649.237,-7.328157105,-3.606829067,-5.195934197,-1.809807768,2,0,1,1,0,0,0,0,0,0,0,0,0,0
C7DDCO,7,4,0,0,159.161,384.6153846,-5.569325901,-2.516664013,-5.454477628,-1.959450925,1,0,1,1,0,0,0,0,0,0,0,0,0,0
NC3H7O2,3,2,0,0,75.087,83.33333333,-0.136686461,1.390593622,-2.120023904,-0.104088474,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CO3C4CO3H,5,4,0,0,132.115,806451.6129,-3.646398709,-1.302633005,-4.980989057,-1.67900162,0,0,0,1,0,0,1,0,0,0,0,0,0,0
C115O,11,4,0,0,213.253,11709601.87,-5.637585556,-3.240103183,-6.769620967,-2.690425474,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MOXY2CHO,3,3,0,0,88.062,636.9426752,-1.933245744,-0.030607929,-3.377847695,-0.777490181,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCATECOOH,6,9,1,0,237.12,4.20E+13,-12.35217464,-7.620183906,-8.190322337,-3.435236591,3,0,0,0,0,1,0,0,0,0,0,1,0,1
MMALNACO2H,5,7,1,0,193.111,2673796791,-10.18675163,-5.388585589,-6.294524497,-2.427742945,1,0,1,0,1,0,0,0,1,0,0,0,1,0
BOXPOLANO3,7,5,1,0,193.199,2857142.857,-6.909372344,-3.155154724,-5.481722358,-2.014684332,1,0,0,0,0,0,0,0,2,0,0,0,1,0
C3MDIALO2,4,4,0,0,117.08,18382352.94,-3.200453257,-0.777259941,-4.826641864,-1.574746656,0,0,2,0,0,0,0,0,1,0,0,0,0,0
